_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,104,BAHANA CASH MANAGEMENT,IDN000327509,,"Bahana TCW Investment Management, PT","Bank Pembangunan Daerah Jawa Barat Dan Banten, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"2.217,8607","0,02%","0,11%","0,21%","0,46%","1,20%","2,18%","2,70%","4,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.283.545.327,10","32.209.056,39",09-Feb-2018,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507124,2
,105,BAHANA CENTRUM PROTECTED FUND 194,IDN000410008,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.009,1500","0,04%","-1,78%","-1,65%","-1,36%","-0,76%","-2,13%","-3,50%","-2,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.836.098.399,01","70.010.000,00",12-Nov-2019,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507130,2
,106,BAHANA CENTRUM PROTECTED FUND 207 (RESTRUKTURISASI),IDN000445301,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"719,6436","0,00%","0,00%","0,01%","0,01%","0,31%","0,31%","-2,64%","-28,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.841.273.455,51","28.962.240,04",22-Des-2020,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507137,2
,107,BAHANA CENTRUM PROTECTED FUND 221,IDN000469400,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.032,7700","0,01%","0,08%","0,17%","0,37%","1,11%","0,50%","1,04%","0,66%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"837.722.111.301,71","812.500.000,00",29-Sep-2021,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507143,2
,108,BAHANA CENTRUM PROTECTED FUND 222,IDN000460102,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.023,3282","0,01%","0,09%","0,17%","0,38%","-0,94%","0,14%","0,69%","0,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.021.569.804.466,64","1.000.000.000,00",23-Nov-2021,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507149,2
,109,BAHANA CENTRUM PROTECTED FUND 227,IDN000504008,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.020,5600","0,01%","0,10%","0,20%","0,44%","-1,26%","0,00%","0,64%","0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.120.411.412.620,21","1.100.000.745,54",31-Jul-2023,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507155,2
,110,BAHANA CENTRUM PROTECTED FUND 232,IDN000503000,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.014,4700","0,01%","0,10%","0,20%","-2,04%","-1,18%","0,08%","-1,78%","-0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.235.207.716.517,27","1.220.000.462,37",23-Mei-2023,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507161,2
,111,BAHANA CENTRUM PROTECTED FUND 233,IDN000500402,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.013,9800","0,02%","0,11%","0,21%","-2,09%","-1,17%","0,19%","-1,69%","0,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.153.485.559.308,67","1.140.000.717,75",21-Feb-2023,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507167,2
,112,BAHANA CENTRUM PROTECTED FUND 243,IDN000578606,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.028,1200","0,01%","0,64%","0,72%","0,90%","1,59%","2,42%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.031.012.426.076,41","1.010.000.700,96",07-Jan-2026,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507172,2
,113,BAHANA CENTRUM PROTECTED FUND 245,IDN000590502,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.011,4000","0,02%","0,12%","0,25%","0,55%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.276.256.152.494,28","1.265.000.700,00",10-Jun-2026,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507178,2
,114,BAHANA CORE PROTECTED FUND USD 1 RESTRUKTURISASI,IDN000328903,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,061472","0,01%","0,04%","0,08%","0,17%","0,52%","-65,17%","-65,14%","-65,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"591.500,43","9.640.701,48",11-Apr-2018,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507184,2
,115,BAHANA CORE PROTECTED FUND USD 2 RESTRUKTURISASI,IDN000331709,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,034073","0,00%","0,00%","0,00%","-0,02%","-0,04%","-77,70%","-77,70%","-77,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.325,74","2.918.273,14",04-Jul-2018,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507190,2
,116,BAHANA CORE PROTECTED FUND USD 3 RESTRUKTURISASI,IDN000345808,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,041318","0,00%","0,00%","0,00%","-0,01%","-0,03%","-74,02%","-74,02%","-74,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.205,97","2.330.970,80",27-Sep-2018,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507196,2
,117,BAHANA DANA EKUITAS ANDALAN KELAS G,IDN000033800,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.467,3530","0,79%","-1,40%","2,53%","6,16%","-4,35%","-16,61%","-18,12%","-5,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.346.522.326,60","3.292.522,57",01-Des-2005,Jul-2026,,Maks 3.00%,Rp.100.000,31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507202,2
,118,BAHANA DANA EKUITAS ANDALAN KELAS S,IDN000455607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Ya,"842,2520","0,79%","-1,40%","2,53%","6,16%","-4,35%","-16,61%","-18,12%","-10,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.482.200.761,16","152.747.012,50",19-Sep-2022,Jul-2026,,,,,,14-Agt-2026,"886,8489","0,79%","-1,40%","2,53%","6,16%","-4,35%","-16,61%","-18,12%","-5,52%",,,,,"895,2809","0,74%","-1,32%","2,37%","5,78%","-4,10%","-15,78%","-17,23%","-4,62%",,,,,2026-08-18T09:37:12.507208,2
,119,BAHANA DANA EKUITAS PRIMA,IDN000035201,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.007,9800","0,78%","-2,16%","1,99%","4,83%","-5,61%","-18,67%","-23,62%","6,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.458.790.279,79","59.155.284,10",13-Feb-2006,Jul-2026,,Maks 4.00%,Rp 100.000,31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507214,2
,120,BAHANA DANA LIKUID KELAS G,IDN000158607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.997,8300","0,03%","0,11%","0,21%","0,44%","0,99%","1,73%","2,20%","3,96%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.643.579.965.362,90","1.827.539.337,44",16-Apr-2004,Jul-2026,,Maks 2.00%,Rp. 10.000,31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507220,2
,121,BAHANA DANA LIKUID KELAS I,IDN000533700,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.109,4800","0,03%","0,12%","0,23%","0,49%","1,14%","2,01%","2,56%","4,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.950.589.318,21","19.829.466,59",29-Jul-2024,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507227,2
,122,BAHANA E OPTIMA PROTECTED FUND 124,IDN000255007,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.035,2100","0,04%","0,19%","0,31%","0,65%","-0,65%","-1,96%","-1,52%","-2,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.196.672.866,48","100.000.000,00",16-Nov-2016,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507233,2
,123,BAHANA ETF BISNIS 27,IDN000412004,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,"ETF, Index",IDR,Tidak,"513,4739","0,57%","-1,64%","1,09%","4,16%","-4,20%","-15,12%","-17,17%","-13,90%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"838.588.634.721,07","1.650.900.000,00",01-Okt-2019,Jul-2026,,"Maks. 3,00% p.a.",,30-Jun-2026,30-Jun-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507238,2
,124,BAHANA ETF PEFINDO I-GRADE,,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Saham,"ETF, Index",IDR,Tidak,"486,3894","0,55%","-1,10%","1,89%","6,14%","-3,58%","-23,24%","-27,28%","-26,65%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.406.780.160,00","21.800.000,00",05-Mar-2025,Jul-2026,,Maks. 3.00% p.a,,29-Des-2025,30-Des-2025,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507244,2
,125,BAHANA EXPLORER EQUITY FUND KELAS G,IDN000539103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"757,0200","0,94%","-1,61%","2,41%","5,72%","-5,39%","-18,51%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.075.728.941,23","1.455.266,33",05-Jan-2026,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507250,2
,126,BAHANA EXPLORER EQUITY FUND KELAS I,IDN000325909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"903,6400","0,94%","-1,56%","2,50%","5,93%","-4,82%","-17,61%","-20,58%","6,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.101.893.209,31","308.650.879,34",02-Feb-2018,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507258,2
,127,BAHANA GEBYAR DANA LIKUID,IDN000481603,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.167,2900","0,02%","0,11%","0,21%","0,43%","0,80%","1,54%","1,97%","3,75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.331.935.322.847,14","2.860.352.410,19",01-Sep-2022,Jul-2026,,,,,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507264,2
,128,BAHANA GLOBAL HEALTHCARE SHARIA USD EQUITY FUND,IDN000479201,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Reksadana Global,Sharia,USD,Tidak,"1,137700","-0,66%","0,44%","2,06%","4,25%","13,59%","5,30%","4,64%","18,34%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.659.543,26","1.490.398,83",18-Jul-2022,Jul-2026,,Maks. 2.50% p.a,,30-Jun-2026,30-Jun-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507270,2
,129,BAHANA HIMAYA SYARIAH 2,IDN000502606,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Sharia,IDR,Ya,"1.036,6100","0,02%","0,11%","0,22%","0,01%","0,03%","0,02%","0,24%","0,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.427.455.378.706,00","1.380.000.697,97",24-Mar-2023,Jul-2026,,,,,,14-Agt-2026,"1.122,4963","0,02%","0,11%","0,22%","0,48%","1,91%","2,84%","3,55%","6,14%",,,,,"1.118,6547","0,01%","0,10%","0,20%","0,44%","1,34%","2,65%","3,33%","5,81%",,,,,2026-08-18T09:37:12.507276,2
,130,BAHANA INCOME STREAM,IDN000203106,,"Bahana TCW Investment Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.460,6214","0,42%","0,99%","1,29%","1,13%","-0,32%","-3,48%","-3,60%","-0,15%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.064.300.990.583,04","738.058.005,62",10-Jun-2015,Jul-2026,,,-,30-Mar-2016,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507282,2
,131,BAHANA INDEKS IBPA 35 KELAS G,IDN000539509,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"1.051,0445","0,41%","0,89%","1,05%","1,09%","-1,49%","-3,00%","-3,42%","-0,59%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141.348.068.544,86","135.897.738,29",06-Agt-2024,Jul-2026,,Max. 3.00% p.a,"Rp10.000,-",30-Jun-2026,30-Jun-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507288,2
,132,BAHANA INDEKS IDX30 KELAS G,IDN000463809,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"887,8814","0,78%","-1,56%","1,08%","4,23%","-3,04%","-13,27%","-13,86%","-11,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.548.055.046,28","74.622.564,34",03-Jan-2022,Jul-2026,,Maksimum 3%,"Rp100.000,-",30-Jun-2026,30-Jun-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507294,2
,133,BAHANA LIKUID PLUS,IDN000301108,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.547,6800","0,02%","0,11%","0,21%","0,46%","1,21%","2,26%","2,81%","4,78%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.862.832.064.127,96","1.206.167.221,56",23-Agt-2017,Jul-2026,,Maks  4.00%,Rp. 10.000,30-Jun-2026,30-Jun-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507300,2
,134,BAHANA LIKUID SYARIAH KELAS G,IDN000432309,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.302,0300","0,03%","0,12%","0,24%","0,52%","1,23%","2,21%","2,75%","4,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"735.929.741.624,09","566.544.304,97",14-Jan-2015,Jul-2026,,Maks 4.00%,"Rp 10,000",31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507307,2
,135,BAHANA LIKUID SYARIAH KELAS S,IDN000190006,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.783,6400","0,03%","0,12%","0,23%","0,52%","1,23%","2,22%","2,76%","4,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"914.797.026.010,08","514.081.304,66",14-Jan-2015,Jul-2026,,Maks 3.00%,Rp.10.000,31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507312,2
,136,BAHANA LIQUID USD,IDN000183506,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,USD,Tidak,"0,998988","0,01%","0,05%","0,11%","0,23%","0,70%","1,29%","1,61%","2,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.048.757,68","60.237.728,47",27-Agt-2014,Jul-2026,,Maks. 1.00% p.a,USD 1.000 (seribu Dollar Amerika Serikat).,31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507319,2
,137,BAHANA MES SYARIAH FUND KELAS A,IDN000466109,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.148,5600","0,33%","0,81%","1,01%","1,45%","0,03%","-0,49%","-0,60%","2,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"585.109.551,58","514.554,31",17-Feb-2022,Jul-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,30-Jun-2025,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507325,2
,138,BAHANA MES SYARIAH FUND KELAS D,IDN000453909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"999,4200","0,33%","0,81%","1,01%","1,45%","0,03%","-0,49%","-0,59%","-4,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.946.423.814,05","100.000.000,00",14-Apr-2022,Jul-2026,,Maksimum 4 %,Rp. 10.000,,,14-Agt-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.064,4200","0,31%","0,76%","0,95%","1,36%","0,03%","-0,46%","-0,56%","2,05%",,,,,2026-08-18T09:37:12.507331,2
,139,BAHANA MES SYARIAH FUND KELAS G,IDN000251709,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.608,0300","0,33%","0,82%","1,03%","1,50%","0,17%","-0,22%","-0,25%","2,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.576.846.407,49","80.780.689,84",16-Agt-2016,Jul-2026,,Maks 4.00%,Rp. 10.000,31-Jul-2026,31-Jul-2026,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507337,2
,140,BAHANA MES SYARIAH FUND KELAS I,IDN000488202,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.020,1000","0,33%","0,81%","1,01%","1,16%","-0,84%","-2,19%","-2,57%","-1,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.772.775.745,83","4.725.793,22",03-Jan-2023,Jul-2026,,Maksimum 2%,"Rp10.000,-",,,14-Agt-2026,"1.093,8474","0,33%","0,81%","1,01%","1,45%","0,02%","1,50%","1,40%","4,07%",,,,,"1.071,4000","0,32%","0,77%","0,96%","1,38%","0,01%","-0,50%","-0,60%","1,97%",,,,,2026-08-18T09:37:12.507343,2
,141,BAHANA MES SYARIAH FUND KELAS O,IDN000466307,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.168,6600","0,33%","0,81%","1,01%","1,45%","0,03%","-0,49%","-0,60%","2,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.209.917.410,10","1.045.721,94",08-Sep-2021,Jul-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,30-Jun-2025,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507349,2
,142,BAHANA MES SYARIAH FUND KELAS T,IDN000484409,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.259,2800","0,34%","0,84%","1,06%","1,57%","0,40%","0,42%","0,59%","4,12%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.948.826.448,42","7.984.117,41",31-Mei-2022,Jul-2026,,"Maksimum 1,5%","Rp10.000.000.000,-",,,14-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-18T09:37:12.507355,2
