_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,744,MANDIRI INVESTA EQUITY ASEAN 5 PLUS,IDN000159902,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.032,5000","0,93%","1,00%","1,73%","2,39%","19,54%","-9,85%","-15,65%","-5,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.395.128.756,67","55.563.521,21",22-Nov-2013,Agt-2026,,Maks. 3% p.a,Rp. 50.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","5,000","Reksa Dana MIEA5P berinvestasi pada Efek Ekuitas Domestik dan Luar Negeri dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529943,8
,745,MANDIRI INVESTA EQUITY DYNAMO FACTOR,IDN000168507,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"950,2200","1,30%","1,26%","1,47%","2,96%","22,33%","-7,52%","-13,22%","-1,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.241.568.740,45","14.140.564,65",19-Nov-2013,Agt-2026,,Maks 3.75%,Rp. 50.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","5,000","Reksa Dana MIEDF berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529949,8
,746,MANDIRI INVESTA EQUITY MOVEMENT,IDN000140209,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.242,2400","0,95%","1,04%","1,73%","2,55%","22,34%","-7,43%","-13,11%","-2,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"479.668.317.351,86","392.808.483,83",03-Okt-2012,Agt-2026,,Maks 3.00%,Rp. 50.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","5,000","Reksa Dana MIEM berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529955,8
,747,MANDIRI INVESTA INDEKS OBLIGASI NEGARA KELAS A,IDN000566700,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"962,5417","0,35%","-0,10%","-0,27%","1,58%","0,56%","-1,79%","-3,66%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.843.892.255,48","10.198.849,90",30-Jan-2026,Agt-2026,,Maks. 2% p.a,"Rp. 10.000,-",30-Jun-2026,30-Jun-2026,"100,00%","0,00%","3,000",Reksa Dana MIION Fund Berinvestasi di Obligasi Pemeritah Indonesia dengan Periode Rendah  Menengah dan Kategori Risiko Rendah. Investor memiliki risiko atas Portofolio Obligasi tersebut,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529961,8
,748,MANDIRI INVESTA INDEKS OBLIGASI NEGARA KELAS B,IDN000566809,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"969,9683","0,35%","-0,08%","-0,25%","1,67%","0,80%","-1,31%","-3,02%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.724.185.487,42","10.000.000,00",14-Jul-2025,Agt-2026,,"Maks. 1,5% p.a","Rp. 250.000.000,-",30-Jun-2026,30-Jun-2026,"100,00%","0,00%","3,000",Reksa Dana MIION Fund Berinvestasi di Obligasi Pemeritah Indonesia dengan Periode Rendah  Menengah dan Kategori Risiko Rendah. Investor memiliki risiko atas Portofolio Obligasi tersebut,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529968,8
,749,MANDIRI INVESTA PASAR UANG 2,IDN000316403,,"Mandiri Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.319,1600","0,01%","0,08%","0,09%","0,35%","0,90%","1,56%","2,04%","2,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.651.192.198,44","30.085.246,26",15-Mar-2018,Agt-2026,,Maks 1.50%,Rp 10.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529974,8
,750,MANDIRI INVESTA PASAR UANG KELAS A,IDN000001302,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.849,1100","0,04%","0,11%","0,15%","0,53%","1,01%","1,46%","1,99%","3,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.699.528.489.785,82","4.169.985.156,21",24-Sep-2004,Agt-2026,,Maks 1.50%,Rp. 50.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529980,8
,751,MANDIRI INVESTA PASAR UANG KELAS B,,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.871,2600","0,04%","0,13%","0,16%","0,58%","1,15%","1,74%","2,38%","3,86%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.581.243.232,65","9.410.229,89",16-Jul-2024,Agt-2026,,"Maks. 0,75% p.a",,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529987,8
,752,MANDIRI INVESTA PASAR UANG KELAS C,IDN000530508,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.813,9400","0,04%","0,13%","0,16%","0,60%","1,21%","1,86%","2,53%","3,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237.249.301.771,91","131.005.341,63",16-Mei-2024,Agt-2026,,,,31-Mar-2026,31-Mar-2026,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529993,8
,753,MANDIRI INVESTA SYARIAH BERIMBANG KELAS A,IDN000005006,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Sharia,IDR,Tidak,"4.359,1000","0,53%","0,70%","0,59%","3,21%","10,76%","-4,97%","-6,51%","5,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577.478.045.021,60","133.254.180,72",04-Nov-2004,Agt-2026,,Maks 2.5%,Rp. 50.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","3,000","Reksa Dana MISB berinvestasi pada efek Saham syariah, Sukuk dan Pasar Uang syariah dengan segmen Jangka Menengah dan dikategorikan berisiko Menengah. Investor memiliki risiko atas Portofolio Campuran tersebut.",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.529999,8
,754,MANDIRI MONEY MARKET USD,IDN000469806,,"Mandiri Manajemen Investasi, PT","BANK DBS INDONESIA - CUSTODY, PT",Pasar Uang,Konvensional,USD,Tidak,"1,107808","0,01%","0,03%","0,03%","0,21%","0,65%","1,28%","1,74%","2,59%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"338.219.661,04","304.643.020,45",31-Mar-2022,Agt-2026,,"Maks. 1,5% p.a","USD 100,-",31-Jul-2026,31-Jul-2026,"100,00%","0,00%",-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530006,8
,755,MANDIRI OBLIGASI ANDALAN,IDN000463700,,"Mandiri Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"989,3044","0,09%","-0,01%","-0,04%","0,59%","0,23%","-2,59%","-3,28%","-3,17%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550.905.908.013,83","556.618.370,20",29-Sep-2021,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530012,8
,756,MANDIRI OBLIGASI OPTIMA,IDN000224904,,"Mandiri Manajemen Investasi, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"2.138,5500","0,02%","0,10%","0,09%","0,54%","1,30%","1,58%","2,17%","3,93%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268.708.954.435,00","125.761.553,58",29-Des-2015,Agt-2026,,,-,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530044,8
,757,MANDIRI OBLIGASI OPTIMA II,IDN000237708,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.632,7300","0,14%","-0,02%","-0,12%","0,31%","-0,31%","-3,18%","-3,74%","-1,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.757.698.006,00","105.682.974,67",26-Apr-2016,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530053,8
,758,MANDIRI OBLIGASI UTAMA 2,IDN000260205,,"Mandiri Manajemen Investasi, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.262,4808","0,15%","-0,04%","-0,12%","1,67%","0,75%","-1,65%","-3,62%","-0,93%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.071.255.456.587,01","847.512.637,83",03-Okt-2016,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530059,8
,759,MANDIRI OBLIGASI UTAMA 3,IDN000461209,,"Mandiri Manajemen Investasi, PT","Bank Pembangunan Daerah Jawa Barat Dan Banten, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.236,2658","0,16%","-0,01%","-0,14%","1,47%","1,56%","-0,10%","-0,85%","1,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.223.150.748.274,80","988.047.337,92",14-Jun-2021,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530065,8
,760,MANDIRI OBLIGASI UTAMA SEJAHTERA,IDN000478401,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.075,7749","0,12%","0,02%","-0,02%","1,73%","2,71%","0,11%","-0,47%","0,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777.246.719.178,51","722.394.227,27",20-Jun-2022,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530072,8
,761,MANDIRI PASAR UANG OPTIMA 3,IDN000421906,,"Mandiri Manajemen Investasi, PT","Bank Pembangunan Daerah Jawa Barat Dan Banten, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.292,1366","0,08%","0,18%","0,27%","0,63%","1,39%","1,97%","2,64%","3,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.714.477.719,78","9.866.673,34",20-Jan-2020,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530078,8
,762,MANDIRI PASAR UANG SYARIAH EKSTRA,IDN000388006,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Pasar Uang,Sharia,IDR,Tidak,"1.300,8236","0,04%","0,12%","0,16%","0,50%","1,10%","1,73%","2,21%","3,31%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.837.012.484,86","8.344.148,91",29-Apr-2019,Agt-2026,,,,29-Sep-2024,30-Sep-2024,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530084,8
,763,MANDIRI PASAR UANG SYARIAH KELAS A,IDN000294907,,"Mandiri Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.438,5700","0,04%","0,12%","0,16%","0,51%","1,14%","1,69%","2,21%","3,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"535.272.436.984,52","372.695.824,40",06-Jul-2017,Agt-2026,,Maks 1.5%,Rp. 100.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530091,8
,764,MANDIRI PASAR UANG SYARIAH KELAS C,IDN000531902,,"Mandiri Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.463,7000","0,05%","0,14%","0,18%","0,58%","1,34%","2,10%","2,77%","4,31%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.099.080.742,49","68.511.048,48",07-Mei-2024,Agt-2026,,"Maks. 0,5% p.a","Rp 100.000.000.000,-",31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530098,8
,765,MANDIRI PASAR UANG SYARIAH MASLAHAT KELAS A,,,"Mandiri Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Pasar Uang,Sharia,IDR,Tidak,"1.013,2297","0,01%","0,09%","0,10%","0,40%","0,80%","1,28%","1,31%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"316.909,93","313,09",01-Des-2025,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530104,8
,766,MANDIRI PASAR UANG SYARIAH MASLAHAT KELAS C,,,"Mandiri Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Pasar Uang,Sharia,IDR,Tidak,"1.026,2982","0,01%","0,10%","0,11%","0,45%","0,91%","1,47%","2,02%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"302.056.252.928,65","294.656.058,79",03-Okt-2025,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530114,8
,767,MANDIRI SERI 129 (RESTRUKTURISASI),IDN000314705,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"582,8088","0,02%","0,14%","0,16%","-5,45%","-7,54%","-7,39%","-4,91%","-7,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.100.586.994,73","50.010.000,00",22-Feb-2018,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530120,8
,768,MANDIRI SERI 147,IDN000328606,,"Mandiri Manajemen Investasi, PT","Bank Maybank Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"82,6920","0,00%","0,00%","0,00%","-0,01%","-0,02%","-0,03%","-0,05%","-0,07%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.637.372.283,21","346.313.460,18",07-Jun-2018,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530127,8
,769,MANDIRI SERI 151,IDN000338902,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"78,2170","0,00%","0,00%","0,00%","0,00%","0,00%","-0,01%","-0,01%","-0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"532.472.540,90","6.807.628,09",27-Sep-2018,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530133,8
,770,MANDIRI SERI 152,IDN000345303,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"81,5820","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.318.083.403,57","126.474.980,88",04-Sep-2018,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530139,8
,771,MANDIRI SERI 158,IDN000337409,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"81,9248","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.844.963.563,41","119.327.582,63",25-Sep-2018,Mei-2023,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530145,8
,772,MANDIRI SERI 80,IDN000267002,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.010,0733","0,04%","0,12%","-1,83%","-1,37%","-0,45%","-2,07%","-3,16%","-3,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.898.171.864,99","100.010.000,00",16-Des-2016,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530151,8
,773,MANULIFE CAPITAL PROTECTED FUND 1,,,"Manulife Aset Manajemen Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.005,9500","0,02%","0,11%","0,13%","-0,48%","0,50%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.709.948.699,22","150.009.000,00",25-Mei-2026,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530157,8
,774,MANULIFE CAPITAL PROTECTED FUND 5,IDN000591302,,"Manulife Aset Manajemen Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,5000","0,02%","0,13%","0,14%","0,57%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.208.478.809.155,78","1.200.005.000,00",22-Jul-2026,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530164,8
,775,MANULIFE DANA CAMPURAN II,IDN000068103,,"Manulife Aset Manajemen Indonesia, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"2.685,9800","0,52%","0,29%","0,69%","2,63%","9,77%","-3,78%","-8,00%","-6,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.362.460.460,00","22.627.180,20",23-Jan-2009,Agt-2026,,max 2.50%,Rp 100.000,31-Agt-2026,31-Agt-2026,-,-,"6,000",Reksa dana ini memiliki pergerakan yang relatif stabil dengan potensi  pertumbuhan terbatas. Sedang: Reksa dana ini memiliki pergerakan rendah hingga  sedang dengan potensi pertumbuhan sedang. Tinggi: Reksa dana ini memiliki  pergerakan relatif fluktuatif dengan potensi hasil relatif tinggi.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530170,8
,776,MANULIFE DANA CAMPURAN UTAMA KELAS A1,IDN000501400,,"Manulife Aset Manajemen Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Campuran,Konvensional,IDR,Tidak,"991,3900","0,52%","0,48%","0,66%","1,90%","8,90%","-2,14%","-3,50%","0,61%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.143.002,47","20.452,03",20-Jul-2023,Agt-2026,,,,31-Agt-2026,31-Agt-2026,-,-,"6,000",Reksa dana ini memiliki pergerakan yang relatif stabil dengan potensi  pertumbuhan terbatas. Sedang: Reksa dana ini memiliki pergerakan rendah hingga  sedang dengan potensi pertumbuhan sedang. Tinggi: Reksa dana ini memiliki  pergerakan relatif fluktuatif dengan potensi hasil relatif tinggi.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530176,8
,777,MANULIFE DANA CAMPURAN UTAMA KELAS I,IDN000501103,,"Manulife Aset Manajemen Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Campuran,Konvensional,IDR,Ya,"1.021,4400","0,52%","0,51%","0,69%","2,02%","9,28%","-1,45%","-2,59%","-0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"402.068.406.665,54","396.346.053,16",23-Jun-2023,Agt-2026,,,,31-Agt-2026,31-Agt-2026,-,-,"6,000",Reksa dana ini memiliki pergerakan yang relatif stabil dengan potensi  pertumbuhan terbatas. Sedang: Reksa dana ini memiliki pergerakan rendah hingga  sedang dengan potensi pertumbuhan sedang. Tinggi: Reksa dana ini memiliki  pergerakan relatif fluktuatif dengan potensi hasil relatif tinggi.,08-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.042,4400","0,51%","0,50%","0,68%","1,98%","9,08%","-1,42%","-2,53%","2,05%",,,,,2026-09-09T13:34:50.530182,8
,778,MANULIFE DANA EKUITAS UTAMA KELAS A1,IDN000508405,,"Manulife Aset Manajemen Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"868,7100","0,92%","1,21%","1,81%","2,73%","21,64%","-5,91%","-8,03%","-1,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"298.240.504,99","349.538,65",31-Mei-2023,Agt-2026,,,,31-Agt-2026,31-Agt-2026,-,-,"8,000",Rendah: Reksa dana ini memiliki pergerakan yang relatif stabil dengan potensi  pertumbuhan terbatas. Sedang: Reksa dana ini memiliki pergerakan rendah hingga  sedang dengan potensi pertumbuhan sedang. Tinggi: Reksa dana ini memiliki  pergerakan relatif fluktuatif dengan potensi hasil relatif tinggi.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:50.530188,8
